Start station number,Start station,End station number,End station,Bike model,Date,Total_duration_min,weather_code,Weather Description,real_temperature_C,feels_like_temperature_C,wind_speed_10m,humidity_percentage,Day_of_Month,Day_of_Week,Hour_of_Day,is_Weekend,Time_of_Day,Day_of_Week_Name,is_Weekend_Name
1211,"Bunhill Row, Moorgate",2635,"Concert Hall Approach 1, South Bank",CLASSIC,2023-08-10 18:00:00,2.5649493574615367,13.627795,,0.868686936026936,0.8712800839992894,0.3211198686937283,0.35201763538234043,10,4,18,0,Evening,Thursday,Weekday
300242,"Allington Street, Victoria",1213,"Curlew Street, Shad Thames",PBSC_EBIKE,2023-08-06 13:00:00,4.143134726391533,18.998316,,0.5286195286195288,0.47103105054553157,0.785810056990003,0.36874271503338163,6,7,13,1,Afternoon,Sunday,Weekend
300005,"Ethelburga Estate, Battersea Park",1165,"Riverlight North, Nine Elms",CLASSIC,2023-08-31 21:00:00,2.302585092994046,6.489992,,0.32996632996633,0.4368772607904125,0.017485417000632664,0.8577533009710029,31,4,21,0,Night,Thursday,Weekday
1062,"Braham Street, Aldgate",3467,"Dock Street, Wapping",CLASSIC,2023-08-01 09:00:00,1.791759469228055,24.187069,,0.5555555555555556,0.42900719266545,0.684838267726216,0.3260141166562952,1,2,9,0,Morning,Tuesday,Weekday
990,"Cotton Garden Estate, Kennington",200193,"Snowsfields, London Bridge",CLASSIC,2023-08-10 08:00:00,2.302585092994046,6.4096174,,0.6430976430976432,0.7219809078123638,0.09793696712171118,0.529594298260225,10,4,8,0,Morning,Thursday,Weekday
200183,"Battersea Park Road, Nine Elms",2587,"Wormwood Street, Liverpool Street",PBSC_EBIKE,2023-08-24 10:00:00,3.1354942159291497,8.707237,,0.6397306397306397,0.7087226767532193,0.5340961221721999,0.5675254721209141,24,4,10,0,Morning,Thursday,Weekday
300005,"Ethelburga Estate, Battersea Park",200010,"Manresa Road, Chelsea",CLASSIC,2023-08-31 10:00:00,1.791759469228055,5.3999996,,0.31986531986531985,0.3877485384417814,0.2670480832458504,0.6069729583993481,31,4,10,0,Morning,Thursday,Weekday
200231,"Abingdon Green, Westminster",1093,"Kennington Cross, Kennington",CLASSIC,2023-08-01 18:00:00,2.0794415416798357,14.982228,,0.6498317171717172,0.6266165959695276,0.5098405911760494,0.40221872511251966,1,2,18,0,Evening,Tuesday,Weekday
1145,"Earnshaw Street , Covent Garden",200096,"Green Park Station, Mayfair",CLASSIC,2023-08-07 15:00:00,2.0794415416798357,17.462784,,0.6868686868686869,0.5682254923813415,0.6291514353468673,0.10024504937631662,7,1,15,0,Afternoon,Monday,Weekday
200171,"Peterborough Road, Sands End",200062,"William Morris Way, Sands End",CLASSIC,2023-08-30 13:00:00,3.4339872044851463,17.902534,,0.6060606060606062,0.5205626843566031,0.7330858059663002,0.12409829869018285,30,3,13,0,Afternoon,Wednesday,Weekday
300213,"Monier Road, Hackney Wick",300234,"Stratford Station, Stratford",CLASSIC,2023-08-19 13:00:00,2.0794415416798357,25.212852,,0.8922558922558923,0.7939915163433153,0.4587934343850455,0.22783730711300565,19,6,13,1,Afternoon,Saturday,Weekend
200202,"Storey's Gate, Westminster",1112,"Nutford Place, Marylebone",CLASSIC,2023-08-19 16:00:00,3.295836866004329,25.199997,,0.7912457912457913,0.6902917685448458,0.43045399434155207,0.3619186961969597,19,6,16,1,Afternoon,Saturday,Weekend
1091,"St. John's Wood Church, The Regent's Park",3451,"Golden Square, Soho",CLASSIC,2023-08-07 11:00:00,2.9444389791664403,18.25026,,0.5925925925925926,0.5333323527381799,0.7317763419933786,0.24438853806749006,7,1,11,0,Morning,Monday,Weekday
200119,"Dorothy Road, Clapham Junction",300013,"Austin Road, Battersea Park",CLASSIC,2023-08-08 18:00:00,2.1972245773362196,15.986593,,0.49831656565656557,0.5430776959483694,0.5070925162046499,0.8144775011626185,8,2,18,0,Evening,Tuesday,Weekday
300033,"Putney Rail Station, Putney",200237,"Parson's Green , Parson's Green",CLASSIC,2023-08-08 08:00:00,2.302585092994046,13.202726,,0.2895623569023569,0.3109396515341977,0.5512854405874711,0.7193657587358523,8,2,8,0,Morning,Tuesday,Weekday
1217,"Serpentine Car Park, Hyde Park",1217,"Serpentine Car Park, Hyde Park",CLASSIC,2023-08-27 19:00:00,3.4965075614664802,10.315115,,0.4747474747474749,0.4513574642714498,0.7955524583118586,0.29935123433018707,27,7,19,1,Evening,Sunday,Weekend
200166,"Southerton Road, Hammersmith",300231,"Lambeth Palace Road, Waterloo",PBSC_EBIKE,2023-08-29 07:00:00,3.367295829986474,6.9247384,,0.2087542087542088,0.28525565812832293,0.5422847261127973,0.7823246422310196,29,2,7,0,Morning,Tuesday,Weekday
200162,"Watney Market, Stepney",3467,"Dock Street, Wapping",CLASSIC,2023-08-03 13:00:00,1.791759469228055,14.182355,,0.67003367003367,0.5969227226903306,0.9585984950604366,0.17472726763949087,3,4,13,0,Afternoon,Thursday,Weekday
1229,"High Holborn , Covent Garden",3465,"Eccleston Place, Victoria",CLASSIC,2023-08-14 17:00:00,3.091042453358316,26.959166,,0.6531986531986531,0.593909485787216,0.4182419331528082,0.6471685181952603,14,1,17,0,Evening,Monday,Weekday
1157,"Black Lion Gate, Kensington Gardens",3506,"Stanhope Gate, Mayfair",CLASSIC,2023-08-12 10:00:00,3.091042453358316,29.01966,,0.7205387205387206,0.566330416817056,0.4664853939988116,0.31467513079738085,12,6,10,1,Morning,Saturday,Weekend
1110,"Palace Gate, Kensington Gardens",1110,"Palace Gate, Kensington Gardens",CLASSIC,2023-08-12 08:00:00,3.367295829986474,24.703974,,0.5757575757575759,0.49302621470281754,0.45863490353040726,0.5222356213936056,12,6,8,1,Morning,Saturday,Weekend
200034,"Wapping Lane, Wapping",300048,"Stainsby Road , Poplar",CLASSIC,2023-08-09 18:00:00,3.044522437723423,8.217153,,0.8653198653198655,0.8915432719669343,0.7936111755344301,0.2855952985342788,9,3,18,0,Evening,Wednesday,Weekday
1147,"Clifton Road, Maida Vale",1177,"Seville Street, Knightsbridge",PBSC_EBIKE,2023-08-30 08:00:00,2.4849066497880004,16.981165,,0.3232323905723906,0.28176025127373655,0.7595476503551256,0.5315390584365255,30,3,8,0,Morning,Wednesday,Weekday
300058,"The Vale, Chelsea",1203,"Eastbourne Mews, Paddington",CLASSIC,2023-08-14 23:00:00,3.044522437723423,9.504272,,0.3434343434343434,0.4406119140048222,0.5005939921105084,0.9277971806662836,14,1,23,0,Night,Monday,Weekday
1101,"Knightsbridge, Hyde Park",3457,"Rochester Row, Westminster",CLASSIC,2023-08-30 22:00:00,2.639057329615259,6.151683,,0.19191919191919193,0.25125552009069746,0.7570272889792339,0.6484452623120988,30,3,22,0,Night,Wednesday,Weekday
200211,"Union Grove, Wandsworth Road",200169,"Ashley Crescent, Battersea",CLASSIC,2023-08-09 12:00:00,2.1972245773362196,7.628263,,0.7138047138047139,0.8082359244051653,0.5804306091569141,0.27944992033785454,9,3,12,0,Afternoon,Wednesday,Weekday
1090,"Warren Street Station, Euston",1085,"Old Quebec Street, Marylebone",CLASSIC,2023-08-21 18:00:00,2.995732273553991,14.512064,,0.7272727272727273,0.7123657951815816,0.47093990271249087,0.3839961481453845,21,1,18,0,Evening,Monday,Weekday
200050,"Naval Row, Blackwall",1071,"Tower Gardens , Tower",CLASSIC,2023-08-20 10:00:00,3.332204510175204,16.676977,,0.7474747474747476,0.7165787148244489,0.5211721125213625,0.38143292367402604,20,7,10,1,Morning,Sunday,Weekend
1121,"Lexham Gardens, Kensington",1016,"Hereford Road, Bayswater",CLASSIC,2023-08-09 12:00:00,2.833213344056216,7.628263,,0.7138047138047139,0.8082359244051653,0.5804306091569141,0.27944992033785454,9,3,12,0,Afternoon,Wednesday,Weekday
1022,"Brunswick Square, Bloomsbury",3425,"Northington Street , Holborn",CLASSIC,2023-08-09 11:00:00,1.3862943611198906,6.725354,,0.666666734006734,0.74007928111815,0.7347259377352674,0.2627675522112406,9,3,11,0,Morning,Wednesday,Weekday
200175,"Wandsworth Rd, Isley Court, Wandsworth Road",2587,"Wormwood Street, Liverpool Street",CLASSIC,2023-08-21 18:00:00,3.367295829986474,14.512064,,0.7272727272727273,0.7123657951815816,0.47093990271249087,0.3839961481453845,21,1,18,0,Evening,Monday,Weekday
300206,"Saltoun Road, Brixton",1086,"Baker Street, Marylebone",CLASSIC,2023-08-03 08:00:00,3.295836866004329,18.919704,,0.4175084175084174,0.37123601379018517,0.970867817044314,0.5489504895435381,3,4,8,0,Morning,Thursday,Weekday
200155,"Gascoyne Road, Victoria Park",1048,"Queen Victoria Street, St. Paul's",CLASSIC,2023-08-28 19:00:00,3.6888794541139363,9.178235,,0.47138047138047146,0.4681465733290941,0.8512680540472767,0.35034412181312546,28,1,19,0,Evening,Monday,Weekday
2587,"Wormwood Street, Liverpool Street",3457,"Rochester Row, Westminster",CLASSIC,2023-08-22 08:00:00,3.1354942159291497,16.055353,,0.5925925925925926,0.6063694746763189,0.5788183986734997,0.6179819248879465,22,2,8,0,Morning,Tuesday,Weekday
1072,"Waterloo Station 3, Waterloo",200101,"Monument Street, Monument",CLASSIC,2023-08-09 08:00:00,2.4849066497880004,4.3349743,,0.3602693602693603,0.44976097993136593,0.6448117753013715,0.6547243183412151,9,3,8,0,Morning,Wednesday,Weekday
200037,"Rectory Square, Stepney",973,"Bethnal Green Road, Shoreditch",CLASSIC,2023-08-12 13:00:00,2.772588722239781,30.827856,,0.696969696969697,0.5423051378283059,0.45599855802071954,0.37853426094094156,12,6,13,1,Afternoon,Saturday,Weekend
1177,"Seville Street, Knightsbridge",1124,"Sumner Place, South Kensington",CLASSIC,2023-08-01 15:00:00,2.302585092994046,20.774214,,0.7946127946127948,0.649597993702316,0.6261577860211064,0.08214708914476121,1,2,15,0,Afternoon,Tuesday,Weekday
1061,"Stonecutter Street, Holborn",1095,"LSBU (Borough Road), Elephant & Castle",CLASSIC,2023-08-02 17:00:00,2.1972245773362196,15.542662,,0.49494949494949503,0.5211778569545507,0.725278571330752,0.7160356101116513,2,3,17,0,Evening,Wednesday,Weekday
3464,"Green Street, Mayfair",300015,"Binfield Road, Stockwell",CLASSIC,2023-08-15 08:00:00,3.4339872044851463,17.28,,0.4747474747474749,0.45678556760053274,0.6659235911417906,0.5909501848419393,15,2,8,0,Morning,Tuesday,Weekday
200246,"Eagle Wharf Road, Hoxton",1226,"Macclesfield Rd, St Lukes",CLASSIC,2023-08-28 22:00:00,1.9459101490553132,7.2,,0.2087542087542088,0.27368618164167463,0.8293294135984904,0.7267608398926347,28,1,22,0,Night,Monday,Weekday
200120,"Grant Road East, Clapham Junction",200120,"Grant Road East, Clapham Junction",CLASSIC,2023-08-09 13:00:00,3.4965075614664802,9.028754,,0.8080808080808082,0.8694807861808496,0.6456525162330146,0.18105596426729698,9,3,13,0,Afternoon,Wednesday,Weekday
300226,"Copper Box Arena, Queen Elizabeth Olympic Park",300029,"Lee Valley VeloPark, Queen Elizabeth Olympic Park",CLASSIC,2023-08-09 17:00:00,3.912023005428146,7.289445,,0.9292929292929293,0.9199257878044889,0.8117579724466549,0.12616262981465165,9,3,17,0,Evening,Wednesday,Weekday
2685,"South Kensington Station, South Kensington",1210,"Nevern Place, Earl's Court",CLASSIC,2023-08-06 03:00:00,2.0794415416798357,18.723461,,0.0505050505050505,0.00773579824782733,0.8342120486906447,0.7118295554332602,6,7,3,1,Night,Sunday,Weekend
1025,"Bolsover Street, Fitzrovia",967,"Golden Lane, Barbican",CLASSIC,2023-08-09 16:00:00,3.044522437723423,8.287822,,0.9427609427609427,0.9192067475506807,0.8182958079380748,0.10406172561487759,9,3,16,0,Afternoon,Wednesday,Weekday
200052,"Exhibition Road Museums 2, South Kensington",1203,"Eastbourne Mews, Paddington",CLASSIC,2023-08-01 21:00:00,2.8903717578961645,17.873556,,0.47138047138047146,0.46975821917885713,0.3893574962070263,0.6915193727588774,1,2,21,0,Night,Tuesday,Weekday
200224,"Colet Gardens, Hammersmith",300082,"Bridge Avenue, Hammersmith",CLASSIC,2023-08-04 15:00:00,1.9459101490553132,15.03835,,0.6094276094276094,0.5698008184952317,0.7148563088654382,0.35488113750525774,4,5,15,0,Afternoon,Friday,Weekday
200090,"Pennington Street, Wapping",300041,"Finnis Street, Bethnal Green",CLASSIC,2023-08-08 23:00:00,2.639057329615259,5.315336,,0.38383838383838387,0.5196739257108656,0.7913507037116828,0.9173147349873386,8,2,23,0,Night,Tuesday,Weekday
200119,"Dorothy Road, Clapham Junction",300208,"Lavington Street, Bankside",PBSC_EBIKE,2023-08-02 09:00:00,3.332204510175204,27.792374,,0.569023569023569,0.4599125158262401,0.5038333487491332,0.5219158179661124,2,3,9,0,Morning,Wednesday,Weekday
200212,"Blackfriars Station, St. Paul's",1070,"Bricklayers Arms, Borough",CLASSIC,2023-08-22 18:00:00,2.302585092994046,12.864649,,0.8350169023569023,0.8093842390449606,0.7453795923146617,0.2534988849076324,22,2,18,0,Evening,Tuesday,Weekday
200201,"Battersea Church Road, Battersea",200120,"Grant Road East, Clapham Junction",CLASSIC,2023-08-31 19:00:00,2.302585092994046,7.9932966,,0.37710437710437716,0.4552454297665693,0.02700367687875127,0.7416179299568307,31,4,19,0,Evening,Thursday,Weekday
3507,"Store Street, Bloomsbury",984,"Finsbury Circus, Liverpool Street",PBSC_EBIKE,2023-08-02 18:00:00,2.70805020110221,13.324863,,0.49158249158249157,0.5494736466938293,0.8361906928073127,0.779258438035643,2,3,18,0,Evening,Wednesday,Weekday
1088,"Triangle Car Park, Hyde Park",1088,"Triangle Car Park, Hyde Park",CLASSIC,2023-08-19 17:00:00,3.9512437185814275,25.305208,,0.771043771043771,0.6693249281242608,0.4434642054215957,0.37171221422565603,19,6,17,1,Evening,Saturday,Weekend
1007,"Drury Lane, Covent Garden",200049,"St. Katharine's Way, Tower",CLASSIC,2023-08-20 13:00:00,4.204692619390966,13.104198,,0.8787878787878789,0.8767025866214384,0.5011225021584705,0.20779394709829468,20,7,13,1,Afternoon,Sunday,Weekend
300021,"Podium, Queen Elizabeth Olympic Park",300081,"Haggerston Road, Haggerston",CLASSIC,2023-08-11 19:00:00,3.4339872044851463,16.299694,,0.6296296296296298,0.6563700404042918,0.4023538796027962,0.655349249772251,11,5,19,0,Evening,Friday,Weekday
3423,"Maida Vale, Maida Vale",1050,"Park Road (Baker Street), The Regent's Park",CLASSIC,2023-08-26 08:00:00,2.4849066497880004,13.584932,,0.3602693602693603,0.36628911867501984,0.5240775217208767,0.6177429606601809,26,6,8,1,Morning,Saturday,Weekend
2696,"Waterloo Station 1, Waterloo",200133,"South Lambeth Road, Vauxhall",CLASSIC,2023-08-28 07:00:00,2.8903717578961645,8.707237,,0.2020202020202021,0.2606292931681558,0.7977509714723793,0.766814886671881,28,1,7,0,Morning,Monday,Weekday
200036,"Bell Lane, Liverpool Street",3456,"Portugal Street, Holborn",CLASSIC,2023-08-03 13:00:00,2.833213344056216,14.182355,,0.67003367003367,0.5969227226903306,0.9585984950604366,0.17472726763949087,3,4,13,0,Afternoon,Thursday,Weekday
3432,"Farringdon Lane, Clerkenwell",1023,"River Street , Clerkenwell",CLASSIC,2023-08-21 23:00:00,1.9459101490553132,11.753876,,0.3602693602693603,0.43101829903701777,0.48851174273983433,0.8741203073843943,21,1,23,0,Night,Monday,Weekday
3459,"Collingham Gardens, Earl's Court",1094,"Wright's Lane, Kensington",CLASSIC,2023-08-06 14:00:00,1.9459101490553132,16.299694,,0.5151515824915824,0.46623797686625174,0.8012293874987363,0.3793024287737804,6,7,14,1,Afternoon,Sunday,Weekend
997,"Worship Street, Shoreditch",200149,"Watney Street, Shadwell",CLASSIC,2023-08-20 00:00:00,2.639057329615259,10.703569,,0.3468013468013469,0.4294009393347265,0.4544026571136278,0.9006799820377073,20,7,0,1,Night,Sunday,Weekend
3495,"Wells Street, Fitzrovia",3495,"Wells Street, Fitzrovia",CLASSIC,2023-08-03 18:00:00,3.367295829986474,10.182337,,0.6094276094276094,0.5940401689490018,0.8653617882847692,0.29016356612801986,3,4,18,0,Evening,Thursday,Weekday
1222,"Goswell Road (City Uni), Finsbury",300203,"Euston Square Gardens, Euston",CLASSIC,2023-08-06 08:00:00,2.5649493574615367,24.195107,,0.3097643097643098,0.20373748185427526,0.8573451883270767,0.5093590917227321,6,7,8,1,Morning,Sunday,Weekend
300015,"Binfield Road, Stockwell",300036,"Teversham Lane, Stockwell",CLASSIC,2023-08-13 21:00:00,1.0986122886681096,16.263872,,0.4478115151515152,0.44064076613145026,0.3898103971864918,0.6167059092122485,13,7,21,1,Night,Sunday,Weekend
300070,"Imperial Wharf Station, Sands End",300075,"Upcerne Road, West Chelsea",CLASSIC,2023-08-24 21:00:00,1.0986122886681096,11.165805,,0.6228956228956228,0.7115736628736491,0.5738616170563776,0.7389504140343955,24,4,21,0,Night,Thursday,Weekday
3498,"Geraldine Street, Elephant & Castle",10624,"Strata, Elephant & Castle",CLASSIC,2023-08-10 10:00:00,1.3862943611198906,14.241629,,0.8787878787878789,0.9172625102255332,0.33859930256174253,0.3999697963429588,10,4,10,0,Morning,Thursday,Weekday
200211,"Union Grove, Wandsworth Road",1200,"Ontario Street, Elephant & Castle",PBSC_EBIKE,2023-08-11 19:00:00,2.9444389791664403,16.299694,,0.6296296296296298,0.6563700404042918,0.4023538796027962,0.655349249772251,11,5,19,0,Evening,Friday,Weekday
200220,"Blythe Road West, Shepherd's Bush",3492,"Putney Pier, Wandsworth",CLASSIC,2023-08-10 06:00:00,3.1780538303479458,6.489992,,0.3333333333333335,0.4299195987404632,0.11773524159512805,0.8006685668320316,10,4,6,0,Morning,Thursday,Weekday
1223,"Buxton Street 1, Shoreditch",1161,"Brushfield Street, Liverpool Street",CLASSIC,2023-08-10 05:00:00,1.6094379124341003,6.763786,,0.17171723905723912,0.2749899017556802,0.15535806588989065,0.9598982492094857,10,4,5,0,Morning,Thursday,Weekday
200145,"Gloucester Avenue, Camden Town",1085,"Old Quebec Street, Marylebone",CLASSIC,2023-08-03 23:00:00,2.833213344056216,10.703569,,0.29966329966329974,0.3517936405387088,0.8532781650095679,0.7693782888118103,3,4,23,0,Night,Thursday,Weekday
200141,"Westfield Ariel Way, White City",200067,"Princedale Road , Holland Park",CLASSIC,2023-08-30 23:00:00,3.4965075614664802,5.506941,,0.13468013468013473,0.20849202945858708,0.7160485034390384,0.7295106163633639,30,3,23,0,Night,Wednesday,Weekday
991,"Crosswall, Tower",1082,"Borough Road, Elephant & Castle",CLASSIC,2023-08-14 17:00:00,2.4849066497880004,26.959166,,0.6531986531986531,0.593909485787216,0.4182419331528082,0.6471685181952603,14,1,17,0,Evening,Monday,Weekday
982,"Holborn Circus, Holborn",982,"Holborn Circus, Holborn",PBSC_EBIKE,2023-08-21 15:00:00,4.204692619390966,18.971008,,0.8855219528619529,0.7925688236365673,0.5179472926790257,0.18012270679844333,21,1,15,0,Afternoon,Monday,Weekday
1098,"Lower Thames Street, Monument",1143,"Kensington Church Street, Kensington",CLASSIC,2023-08-14 19:00:00,3.5553480614894135,16.87398,,0.5488216161616162,0.5737316661707117,0.4163609248965727,0.7224561969242905,14,1,19,0,Evening,Monday,Weekday
1068,"Norton Folgate, Liverpool Street",1180,"Bourne Street, Belgravia",CLASSIC,2023-08-07 18:00:00,3.258096538021482,13.493999,,0.595959595959596,0.5554082462772272,0.7067460174828909,0.3034112987439276,7,1,18,0,Evening,Monday,Weekday
22175,"Canton Street, Poplar",200066,"Import Dock, Canary Wharf",CLASSIC,2023-08-24 14:00:00,2.0794415416798357,12.015589,,1.0000000000000002,0.9860469418442959,0.6277398149244237,0.20329832818316562,24,4,14,0,Afternoon,Thursday,Weekday
1058,"Edgware Road Station, Marylebone",200125,"Putney Bridge Station, Fulham",CLASSIC,2023-08-26 09:00:00,3.5263605246161616,16.489416,,0.45791245791245805,0.42257067922431907,0.5058440801844365,0.4873010944828132,26,6,9,1,Morning,Saturday,Weekend
300004,"Harris Academy, Bermondsey",1017,"Great Dover Street, The Borough",CLASSIC,2023-08-06 16:00:00,1.9459101490553132,19.513195,,0.565656632996633,0.45571215534437565,0.8321403336221341,0.22917806521591388,6,7,16,1,Afternoon,Sunday,Weekend
1231,"Queen's Gate, Kensington Gardens",1231,"Queen's Gate, Kensington Gardens",CLASSIC,2023-08-30 17:00:00,3.9512437185814275,19.486609,,0.5791245791245792,0.43977933214681314,0.7773638237908057,0.10129169492707357,30,3,17,0,Evening,Wednesday,Weekday
200023,"Heath Road, Battersea",3476,"Hinde Street, Marylebone",CLASSIC,2023-08-15 08:00:00,3.367295829986474,17.28,,0.4747474747474749,0.45678556760053274,0.6659235911417906,0.5909501848419393,15,2,8,0,Morning,Tuesday,Weekday
3428,"Pancras Road, King's Cross",3497,"Rathbone Street, Fitzrovia",CLASSIC,2023-08-15 08:00:00,2.4849066497880004,17.28,,0.4747474747474749,0.45678556760053274,0.6659235911417906,0.5909501848419393,15,2,8,0,Morning,Tuesday,Weekday
200036,"Bell Lane, Liverpool Street",200121,"Shoreditch Court, Haggerston",CLASSIC,2023-08-21 18:00:00,2.9444389791664403,14.512064,,0.7272727272727273,0.7123657951815816,0.47093990271249087,0.3839961481453845,21,1,18,0,Evening,Monday,Weekday
1131,"Graham Street, Angel",1056,"Finsbury Square , Moorgate",CLASSIC,2023-08-12 11:00:00,2.3978952727983707,30.85307,,0.7340068013468013,0.5634702093306647,0.48116020121230674,0.30496572107011544,12,6,11,1,Morning,Saturday,Weekend
1035,"Boston Place, Marylebone",1177,"Seville Street, Knightsbridge",CLASSIC,2023-08-07 08:00:00,2.3978952727983707,12.261158,,0.3400674074074075,0.3629074231430262,0.6510038743664474,0.6586708703050524,7,1,8,0,Morning,Monday,Weekday
1037,"Park Lane , Hyde Park",1075,"Hyde Park Corner, Hyde Park",CLASSIC,2023-08-30 16:00:00,4.394449154672439,20.991426,,0.6397306397306397,0.4747806955512283,0.7641638809275061,0.04017534111255172,30,3,16,0,Afternoon,Wednesday,Weekday
22179,"Exhibition Road, Knightsbridge",3463,"Argyll Road, Kensington",CLASSIC,2023-08-14 11:00:00,2.772588722239781,25.842384,,0.7306397306397308,0.6524021941193707,0.34986988459334945,0.4927602278244082,14,1,11,0,Morning,Monday,Weekday
1110,"Palace Gate, Kensington Gardens",1110,"Palace Gate, Kensington Gardens",CLASSIC,2023-08-03 19:00:00,3.258096538021482,11.019764,,0.41414148148148144,0.45467896634710575,0.8947561654076456,0.6567007035231233,3,4,19,0,Evening,Thursday,Weekday
1062,"Braham Street, Aldgate",1201,"Bank of England Museum, Bank",CLASSIC,2023-08-01 06:00:00,1.6094379124341003,23.084955,,0.3333333333333335,0.27244627564303464,0.6500737853210358,0.6916740510166416,1,2,6,0,Morning,Tuesday,Weekday
3463,"Argyll Road, Kensington",3465,"Eccleston Place, Victoria",PBSC_EBIKE,2023-08-20 17:00:00,3.044522437723423,15.807239,,0.8047138047138047,0.7606618225266091,0.5326614999288007,0.2851947625082004,20,7,17,1,Evening,Sunday,Weekend
3502,"Palissy Street, Shoreditch",22166,"Albert Gardens, Stepney",CLASSIC,2023-08-20 04:00:00,4.02535169073515,10.883676,,0.3535353535353536,0.45043411136015715,0.41869062377969024,0.9777046375494528,20,7,4,1,Night,Sunday,Weekend
1082,"Borough Road, Elephant & Castle",22162,"Southwark Station 1, Southwark",CLASSIC,2023-08-04 17:00:00,1.791759469228055,14.386494,,0.5723905723905724,0.5413810211842498,0.8064226136530389,0.3826170846986051,4,5,17,0,Evening,Friday,Weekday
3427,"Fanshaw Street, Hoxton",200003,"Cheshire Street, Bethnal Green",PBSC_EBIKE,2023-08-13 20:00:00,2.0794415416798357,16.746773,,0.468013468013468,0.4470345953970109,0.3799001579148137,0.5599255924025365,13,7,20,1,Evening,Sunday,Weekend
200125,"Putney Bridge Station, Fulham",200217,"Disraeli Road, Putney",CLASSIC,2023-08-29 17:00:00,1.791759469228055,17.388409,,0.595959595959596,0.5042352093250073,0.5458378204981326,0.2245490882715202,29,2,17,0,Evening,Tuesday,Weekday
964,"Bath Street, St. Luke's",979,"Wenlock Road , Hoxton",CLASSIC,2023-08-12 12:00:00,1.3862943611198906,29.810522,,0.6565656565656566,0.5258522409050741,0.45564041213412976,0.43341901400161575,12,6,12,1,Afternoon,Saturday,Weekend
300239,"Victory Place, Walworth",300239,"Victory Place, Walworth",PBSC_EBIKE,2023-08-28 16:00:00,3.4011973816621555,13.089354,,0.7037037037037037,0.6238583892366858,0.8055486330957381,0.10729635961540085,28,1,16,0,Afternoon,Monday,Weekday
22160,"Chelsea Bridge, Pimlico",970,"Scala Street, Fitzrovia",CLASSIC,2023-08-21 09:00:00,3.091042453358316,13.18308,,0.5723905723905724,0.606726845036925,0.5108403504768403,0.6171815279763592,21,1,9,0,Morning,Monday,Weekday
3447,"Gloucester Road (North), Kensington",200154,"Hansard Mews, Holland Park",CLASSIC,2023-08-03 18:00:00,3.4657359027997265,10.182337,,0.6094276094276094,0.5940401689490018,0.8653617882847692,0.29016356612801986,3,4,18,0,Evening,Thursday,Weekday
1116,"Emperor's Gate, South Kensington",22179,"Exhibition Road, Knightsbridge",CLASSIC,2023-08-24 18:00:00,2.0794415416798357,10.739832,,0.8451178451178452,0.8854217558612247,0.44237438889502223,0.4092960637972304,24,4,18,0,Evening,Thursday,Weekday
200183,"Battersea Park Road, Nine Elms",1000,"Vauxhall Cross, Vauxhall",CLASSIC,2023-08-10 21:00:00,2.995732273553991,11.304229,,0.5892255892255893,0.6470512560858186,0.3076548508956817,0.6402737517339342,10,4,21,0,Night,Thursday,Weekday
2587,"Wormwood Street, Liverpool Street",22170,"Kennington Station, Kennington",CLASSIC,2023-08-07 15:00:00,2.70805020110221,17.462784,,0.6868686868686869,0.5682254923813415,0.6291514353468673,0.10024504937631662,7,1,15,0,Afternoon,Monday,Weekday
1110,"Palace Gate, Kensington Gardens",1075,"Hyde Park Corner, Hyde Park",CLASSIC,2023-08-13 19:00:00,3.4339872044851463,17.595861,,0.5387205387205387,0.49940926685049053,0.40338661261223974,0.4749978124557216,13,7,19,1,Evening,Sunday,Weekend
1060,"Torrens Street, Angel",1049,"Finsbury Leisure Centre, St. Luke's",CLASSIC,2023-08-04 20:00:00,1.791759469228055,9.3669195,,0.4612794612794615,0.47893155483544675,0.675685182807526,0.4587834233446729,4,5,20,0,Evening,Friday,Weekday
2637,"Bermondsey Street, Bermondsey",1133,"Baylis Road, Waterloo",CLASSIC,2023-08-23 22:00:00,2.302585092994046,7.5942073,,0.6127946127946129,0.7208982176174479,0.2429371667810628,0.705521184089957,23,3,22,0,Night,Wednesday,Weekday
978,"Russell Square Station, Bloomsbury",1020,"Leonard Circus , Shoreditch",CLASSIC,2023-08-10 12:00:00,2.639057329615259,16.62249,,0.9393939393939394,0.9171666759068902,0.3452728886843496,0.3175513717568267,10,4,12,0,Afternoon,Thursday,Weekday
1089,"Queen's Gate (Central), South Kensington",200182,"Rainville Road, Hammersmith",CLASSIC,2023-08-04 20:00:00,2.639057329615259,9.3669195,,0.4612794612794615,0.47893155483544675,0.675685182807526,0.4587834233446729,4,5,20,0,Evening,Friday,Weekday
2637,"Bermondsey Street, Bermondsey",2587,"Wormwood Street, Liverpool Street",CLASSIC,2023-08-10 19:00:00,2.3978952727983707,9.746631,,0.7542087542087541,0.8049832714238354,0.28582319772201314,0.4660161331945739,10,4,19,0,Evening,Thursday,Weekday
995,"Little Argyll Street, West End",1202,"Wellington Street , Strand",CLASSIC,2023-08-08 18:00:00,2.5649493574615367,15.986593,,0.49831656565656557,0.5430776959483694,0.5070925162046499,0.8144775011626185,8,2,18,0,Evening,Tuesday,Weekday
